country,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19,EA19
subject,CCEUSP02,CCRETT01,CCRETT02,CCUSMA02,CCUSMA02,CCUSMA02,CCUSSP01,IR3TIB01,IRLTLT01,IRSTCI01,LCEAMN01,LCEAMN01,LCEAMN01,LCEAMN01,LCEAPR01,MABMM301,MABMM301,MABMM301,MABMM301,MABMM301,MANMM101,MANMM101,MANMM101,MANMM101,ODCNPI03,ODCNPI03,ODCNPI03,ODCNPI03,P6ADER01,P6ADER01,P6ADER02,P6ADER02,P6ADER03,P6ADER03,P6ADMP01,P6ADMP01,P6ADMP02,P6ADMP02,P6ADMP03,P6ADMP03,P6ADOV01,P6ADOV01,P6ADOV02,P6ADOV02,P6ADOV03,P6ADOV03,P6ADTT01,P6ADTT01,P6ADTT02,P6ADTT02,P6ADTT03,P6ADTT03,P6DIDB01,P6DIDB01,P6DIDB02,P6DIDB02,P6DIDB03,P6DIDB03,P6DIEQ01,P6DIEQ01,P6DIEQ02,P6DIEQ02,P6DIEQ03,P6DIEQ03,P6DITT01,P6DITT01,P6DITT02,P6DITT02,P6DITT03,P6DITT03,P6FDTT01,P6FDTT01,P6FDTT02,P6FDTT02,P6FDTT03,P6FDTT03,P6OICD01,P6OICD01,P6OICD02,P6OICD02,P6OICD03,P6OICD03,P6OIEQ01,P6OIEQ01,P6OIEQ02,P6OIEQ02,P6OIEQ03,P6OIEQ03,P6OIIP01,P6OIIP01,P6OIIP02,P6OIIP02,P6OIIP03,P6OIIP03,P6OILN01,P6OILN01,P6OILN02,P6OILN02,P6OILN03,P6OILN03,P6OIOA01,P6OIOA01,P6OIOA02,P6OIOA02,P6OIOA03,P6OIOA03,P6OISD01,P6OISD01,P6OISD02,P6OISD02,P6OISD03,P6OISD03,P6OITC01,P6OITC01,P6OITC02,P6OITC02,P6OITC03,P6OITC03,P6OITT01,P6OITT01,P6OITT02,P6OITT02,P6OITT03,P6OITT03,P6PIDB01,P6PIDB01,P6PIDB02,P6PIDB02,P6PIDB03,P6PIDB03,P6PIEQ01,P6PIEQ01,P6PIEQ02,P6PIEQ02,P6PIEQ03,P6PIEQ03,P6PITT01,P6PITT01,P6PITT02,P6PITT02,P6PITT03,P6PITT03,P6RATT01,P6RATT01,P6RATT02,P6RATT02,P6TTTT01,P6TTTT01,P6TTTT02,P6TTTT02,P6TTTT03,P6TTTT03,PIEAEN01,PIEAEN01,PIEAEN01,PIEAEN02,PIEAEN02,PIEAEN02,PIEAFD01,PIEAFD01,PIEAFD01,PIEAFD02,PIEAFD02,PIEAFD02,PIEAMI01,PIEAMI01,PIEAMI01,PIEAMI02,PIEAMI02,PIEAMI02,PIEAMP01,PIEAMP01,PIEAMP01,PIEAMP02,PIEAMP02,PIEAMP02,PIEATI01,PIEATI01,PIEATI01,PIEATI02,PIEATI02,PIEATI02,PITGCD01,PITGCD01,PITGCD01,PITGCD02,PITGCD02,PITGCD02,PITGCG01,PITGCG01,PITGCG01,PITGCG02,PITGCG02,PITGCG02,PITGIG01,PITGIG01,PITGIG01,PITGIG02,PITGIG02,PITGIG02,PITGND01,PITGND01,PITGND01,PITGND02,PITGND02,PITGND02,PITGVG01,PITGVG01,PITGVG01,PITGVG02,PITGVG02,PITGVG02,PRCNTO01,PRCNTO01,PRCNTO01,PRCNTO01,PRINTO01,PRINTO01,PRINTO01,PRINTO01,PRINTO01,PRINTO01,PRMNCG02,PRMNCG02,PRMNCG03,PRMNIG01,PRMNIG01,PRMNTO01,PRMNTO01,PRMNTO01,PRMNTO01,PRMNTO01,PRMNTO01,PRMNVG01,PRMNVG01,SLMNCD02,SLMNCD02,SLMNCN02,SLMNCN02,SLMNIG02,SLMNIG02,SLMNTO02,SLMNTO02,SLMNVG02,SLRTCR03,SLRTTO01,SLRTTO01,SLRTTO01,SLRTTO01,SLRTTO02,SLRTTO02,SLRTTO02,SLRTTO02,SPASTT01,SPASTT01,ULQEUL01,ULQEUL01,ULQEUL01,ULQEUL01
measure,ST,IXOB,IXOB,GY,IXOB,ST,ST,ST,ST,ST,GPSA,GYSA,IXOB,IXOBSA,IXOBSA,GPSA,GYSA,IXOBSA,ST,STSA,GPSA,IXOBSA,ST,STSA,GPSA,GYSA,IXOB,IXOBSA,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GPSA,GYSA,IXOB,IXOBSA,GPSA,GYSA,IXNB,IXNBSA,IXOB,IXOBSA,IXOB,IXOBSA,IXOB,IXOB,IXOBSA,GPSA,GYSA,IXNB,IXNBSA,IXOB,IXOBSA,IXOB,IXOBSA,IXOB,IXOBSA,IXOB,IXOBSA,IXOB,IXOBSA,IXOB,IXOBSA,IXOBSA,IXOB,GPSA,GYSA,IXOB,IXOBSA,IXNB,IXNBSA,IXOB,IXOBSA,GP,IXOB,GPSA,GYSA,IXOB,IXOBSA
unit,Yen,Index,Index,Percentage,Index,Euro,Euro,Percentage,Percentage,Percentage,Percentage,Percentage,Index,Index,Index,Percentage,Percentage,Index,Euro,Euro,Percentage,Index,Euro,Euro,Percentage,Percentage,Index,Index,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,US Dollar,Euro,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Index,Index,Index,Index,Index,Index,Index,Percentage,Percentage,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Percentage,Percentage,Index,Index,Index,Index,Index,Index,Percentage,Index,Percentage,Percentage,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Billions,Billions,Units,Units,Billions,Billions,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,2015=100,2015=100,,2015=100,,,,,,,,2015=100,2015=100,2015=100,,,2015=100,,,,2015=100,,,,,2015=100,2015=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,2015=100,,,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,,,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,,,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,,2015=100,,,2015=100,2015=100
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,,109.575871704667,150.078112853544,,,,,,8.22575,,,,,,,,,3.12987685642377,353.3,353.3,,2.69748019970582,182.4,182.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,,110.408876990687,155.47322671618,,,,,,7.9161,,,,,,,12.4953429034619,12.466324171709,3.52096570209002,405.8,405.8,11.3324541900002,3.0031709076218,203.5,203.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,,116.309487774544,161.226647618095,,,,,,7.63370833333334,,,,,,,15.2219283266928,15.1962494059544,4.05692457766959,472.3,472.3,12.9436325678497,3.39189031528893,232.7,232.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,,127.054476455687,174.91702114371,,,,,,8.39973333333333,,,,,,,14.5370011623402,14.5823979977454,4.64667975068069,536.2,536.2,9.32191847455979,3.70807956522665,248.9,248.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
