country,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL
subject,CCRETT01,CCUSMA02,CCUSMA02,CCUSMA02,CCUSSP01,CP010000,CP010000,CP010000,CP010000,CP010000,CP020000,CP020000,CP020000,CP020000,CP020000,CP030000,CP030000,CP030000,CP030000,CP030000,CP040000,CP040000,CP040000,CP040000,CP040000,CP040100,CP040100,CP040100,CP040100,CP040200,CP040200,CP040200,CP040200,CP040300,CP040300,CP040300,CP040300,CP040400,CP040400,CP040400,CP040400,CP040500,CP040500,CP040500,CP040500,CP050000,CP050000,CP050000,CP050000,CP050000,CP060000,CP060000,CP060000,CP060000,CP060000,CP070000,CP070000,CP070000,CP070000,CP070000,CP070200,CP070200,CP070200,CP070200,CP080000,CP080000,CP080000,CP080000,CP080000,CP090000,CP090000,CP090000,CP090000,CP090000,CP100000,CP100000,CP100000,CP100000,CP100000,CP110000,CP110000,CP110000,CP110000,CP110000,CP120000,CP120000,CP120000,CP120000,CP120000,CPALTT01,CPALTT01,CPALTT01,CPALTT01,CPALTT01,CPGREN01,CPGREN01,CPGREN01,CPGREN01,CPGREN01,CPGRHO01,CPGRHO01,CPGRHO01,CPGRHO01,CPGRHO01,CPGRLE01,CPGRLE01,CPGRLE01,CPGRLE01,CPGRLE01,CPHP0100,CPHP0100,CPHP0100,CPHP0100,CPHP0200,CPHP0200,CPHP0200,CPHP0200,CPHP0300,CPHP0300,CPHP0300,CPHP0300,CPHP0400,CPHP0400,CPHP0400,CPHP0400,CPHP0401,CPHP0401,CPHP0401,CPHP0403,CPHP0403,CPHP0403,CPHP0404,CPHP0404,CPHP0404,CPHP0405,CPHP0405,CPHP0405,CPHP0500,CPHP0500,CPHP0500,CPHP0500,CPHP0600,CPHP0600,CPHP0600,CPHP0600,CPHP0700,CPHP0700,CPHP0700,CPHP0700,CPHP0702,CPHP0702,CPHP0702,CPHP0800,CPHP0800,CPHP0800,CPHP0800,CPHP0900,CPHP0900,CPHP0900,CPHP0900,CPHP1000,CPHP1000,CPHP1000,CPHP1000,CPHP1100,CPHP1100,CPHP1100,CPHP1100,CPHP1200,CPHP1200,CPHP1200,CPHP1200,CPHPEN01,CPHPEN01,CPHPEN01,CPHPLA01,CPHPLA01,CPHPLA01,CPHPSE01,CPHPSE01,CPHPSE01,CPHPTT01,CPHPTT01,CPHPTT01,CPHPTT01,CPSDCTGY,IR3TIB01,IR3TTS01,IRLOBL01,IRLTLT01,IRLTMT01,IRSTCI01,LCEAPR03,LCEATT03,LFHU24FE,LFHU24FE,LFHU24MA,LFHU24MA,LFHU24TT,LFHU24TT,LFHUADFE,LFHUADFE,LFHUADMA,LFHUADMA,LFHUADTT,LFHUADTT,LFHUTTFE,LFHUTTFE,LFHUTTMA,LFHUTTMA,LFHUTTTT,LFHUTTTT,LMUNRRTT,LMUNRRTT,LOCOCENO,LOCOCEOR,LOCOPCNO,LOCOPCOR,LOCOPMNO,LOCOPMOR,LOCOSINO,LOCOSIOR,LOCOSPNO,LOCOSPOR,LOCOTANO,LOCOTAOR,LOCOVRNO,LOCOVROR,LOLITOAA,LOLITONO,LOLITOTR,LOLITOTR,LORSGPNO,LORSGPRT,LORSGPTD,LRHU24FE,LRHU24FE,LRHU24MA,LRHU24MA,LRHU24TT,LRHU24TT,LRHUADFE,LRHUADFE,LRHUADMA,LRHUADMA,LRHUADTT,LRHUADTT,LRHUTTFE,LRHUTTFE,LRHUTTMA,LRHUTTMA,LRHUTTTT,LRHUTTTT,MABMM301,MABMM301,MABMM301,MABMM301,MABMM301,MABMM301,MANMM101,MANMM101,MANMM101,MANMM101,MANMM101,OPCNRE01,PIEAFD02,PIEAFD02,PIEAFD02,PIEAMP01,PIEAMP01,PIEAMP01,PIEAMP02,PIEAMP02,PIEAMP02,PRCNTO01,PRCNTO01,PRCNTO01,PRCNTO01,PRCNTO01,PRCNTO01,PRINTO01,PRINTO01,PRINTO01,PRINTO01,PRMNTO01,PRMNTO01,PRMNTO01,PRMNTO01,PRMNTO01,PRMNTO01,SLRTCR01,SLRTCR01,SLRTCR03,SLRTTO01,SLRTTO01,SLRTTO01,SLRTTO01,SLRTTO02,SLRTTO02,SPASTT01,SPASTT01,SPASTT01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTNTVA01,XTNTVA01,XTNTVA01,XTNTVA01
measure,IXOB,GY,IXOB,ST,ST,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXOB,CTGY,GP,GY,IXOB,CTGY,GP,GY,IXOB,CTGY,GP,GY,IXOB,CTGY,GP,GY,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,CTGY,GP,GY,IXNB,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXEB,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXEB,IXOB,CTGY,ST,ST,ST,ST,ST,ST,IXOB,IXOB,ST,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,STSA,ST,STSA,IXOB,STSA,IXNB,STSA,ST,STSA,IXOB,STSA,ML,STSA,MLSA,STSA,STSA,GYSA,STSA,STSA,STSA,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,ST,STSA,GPSA,GYSA,IXOB,IXOBSA,ST,STSA,GPSA,IXOB,IXOBSA,ST,STSA,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GPSA,GYSA,IXOB,IXOBSA,ML,MLSA,GPSA,GYSA,IXOB,IXOBSA,GPSA,GYSA,IXOB,IXOBSA,ML,MLSA,ML,MLSA,IXOB,GPSA,GYSA,IXOB,IXOBSA,IXOB,IXOBSA,GP,GY,IXOB,CXML,CXMLSA,GPSA,GYSA,NCML,NCMLSA,CXML,CXMLSA,GPSA,GYSA,NCML,NCMLSA,CXML,CXMLSA,NCML,NCMLSA
unit,Index,Percentage,Index,Iceland Krona,Iceland Krona,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Percentage points,Percentage,Percentage,Index,Percentage points,Percentage,Percentage,Index,Percentage points,Percentage,Percentage,Index,Percentage points,Percentage,Percentage,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Index,Percentage points,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Index,Index,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Percentage,Percentage,Index,Index,Index,Index,Index,Index,Index,Percentage,Index,Index,Index,Number,Index,Number,Index,Index,Percentage,Index,Index,Index,Index,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Index,Index,Iceland Krona,Iceland Krona,Percentage,Index,Index,Iceland Krona,Iceland Krona,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Index,Iceland Krona,Iceland Krona,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Iceland Krona,Iceland Krona,Number,Number,Index,Percentage,Percentage,Index,Index,Index,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Percentage,Percentage,Iceland Krona,Iceland Krona,US Dollar,US Dollar,Percentage,Percentage,Iceland Krona,Iceland Krona,US Dollar,US Dollar,Iceland Krona,Iceland Krona
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Millions,Billions,Units,Units,Units,Millions,Billions,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Billions,Billions,Units,Units,Billions,Billions,Billions,Billions,Units,Units,Billions,Billions,Billions,Billions,Billions,Billions
reference_period,2015=100,,2015=100,,,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2015=100,,,,2015=100,,,,2015=100,,,,2015=100,,,,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,,2008M1=100,2015=100,,,2010=100,2015=100,,,2010=100,2015=100,,,2010=100,2015=100,,,2010=100,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2010=100,2015=100,,,2010=100,2015=100,,,2010=100,2015=100,,,2015=100,,,2010=100,2015=100,,,2010=100,2015=100,,,2010=100,2015=100,,,2010=100,2015=100,,,2010=100,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2010=100,2015=100,,,,,,,,2015=100,2015=100,,,,,,,,,,,,,,,,,,,,,,,,2015=100,,1990=100,,,,2015=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015=100,2015=100,,,,2015=100,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,2015=100,,,,,2015=100,2015=100,,,2015=100,2015=100,,,,,2015=100,,,2015=100,2015=100,2015=100,2015=100,,,2015=100,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0416617105821286,0.0274817014992601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0416617105821286,0.0274817014992601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0416617105821286,0.0274817014992601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0416617105821286,0.0274817014992601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
