,id,name
0,XTNTVA01,International Trade > Net trade > Value (goods) > Total
1,IRSTCB01,Interest Rates > Immediate rates (< 24 hrs) > Central bank rates > Total
2,XTIMVA01,International Trade > Imports > Value (goods) > Total
3,PRMNTO01,Production > Manufacturing > Total manufacturing > Total manufacturing
4,MABMM301,Monetary aggregates and their components > Broad money and components > M3 > M3
5,PRENEL01,Production > Energy > Electricity > Total
6,XTEITT01,International Trade > Ratio: Exports to imports > Total > Total
7,PRMNCG02,Production > Manufacturing > Consumer goods > Durable goods
8,WPIATT01,Wholesale prices > Industry aggregates > Total > Total
9,IRSTCI01,Interest Rates > Immediate rates (< 24 hrs) > Call money/interbank rate > Total
10,PRMNCG01,Production > Manufacturing > Consumer goods > Total
11,CCUSSP02,"Currency Conversions > US$ exchange rate > Spot, end of period > National currency:USD"
12,WPIAMP01,Wholesale prices > Industry aggregates > Manufactured products > Total
13,WPOTFD01,Wholesale prices > Other wholesale prices > Food > Total
14,PRMNVG01,Production > Manufacturing > Investment goods > Total
15,XTEXVA01,International Trade > Exports > Value (goods) > Total
16,PRMNIG01,Production > Manufacturing > Intermediate goods > Total
17,CCRETT01,Currency Conversions > Real effective exchange rates > Overall Economy > CPI
18,BSCICP03,Business tendency surveys (manufacturing) > Confidence indicators > Composite indicators > OECD Indicator
19,IRSTPI01,Interest Rates > Immediate rates (< 24 hrs) > Prime rates > Total
20,SPASTT01,Share Prices > All shares/broad > Total > Total
21,CCUSMA02,Currency Conversions > US$ exchange rate > Average of daily rates > National currency:USD
22,CPALTT01,Consumer Price Index > All items > Total > Total
23,PRINTO01,Production > Industry > Total industry > Total industry excluding construction
24,PRMNCG03,Production > Manufacturing > Consumer goods > Non durable goods
25,MANMM101,Monetary aggregates and their components > Narrow money and components > M1 and components > M1
26,PRMITO01,Production > Mining > Total mining > Total
27,LOCOMANO,Leading Indicators OECD > Component series > Monetary Aggregates > Normalised
28,LOCOMAOR,Leading Indicators OECD > Component series > Monetary Aggregates > Original series
29,LOCOPGNO,Leading Indicators OECD > Component series > Production - Goods > Normalised
30,LOCOPMNO,Leading Indicators OECD > Component series > Production - Non metallic > Normalised
31,LOCOSPNO,Leading Indicators OECD > Component series > Share prices > Normalised
32,LOCOSTNO,Leading Indicators OECD > Component series > Short-term interest rate > Normalised
33,LOCOSTOR,Leading Indicators OECD > Component series > Short-term interest rate > Original series
34,LOCOVRNO,Leading Indicators OECD > Component series > Car registration - sales > Normalised
35,LOCOVROR,Leading Indicators OECD > Component series > Car registration - sales > Original series
36,LOLITOAA,Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted
37,LOLITONO,Leading Indicators OECD > Leading indicators > CLI > Normalised
38,LOLITOTR,Leading Indicators OECD > Leading indicators > CLI > Trend restored
39,LORSGPNO,Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised
40,LORSGPRT,Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Ratio to trend
41,LORSGPTD,Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Trend
42,IR3TIB01,Interest Rates > 3-month or 90-day rates and yields > Interbank rates > Total
43,IRLTLT01,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)
44,SLRTCR03,Sales > Retail trade > Car registration > Passenger cars
45,CPALTT02,Consumer Price Index > All items > Total > Special COICOP series
46,CP020000,"Consumer Price Index > Alcoholic beverages, tobacco and narcotics (COICOP 02) > Total > Total"
47,CP030000,Consumer Price Index > Clothing and footwear (COICOP 03) > Total > Total
48,CP120000,Consumer Price Index > Miscellaneous goods and services (COICOP 12) > Total > Total
49,CP100000,Consumer Price Index > Education (COICOP 10) > Total > Total
50,CP110000,Consumer Price Index > Restaurants and hotels (COICOP 11) > Total > Total
51,CP090000,Consumer Price Index > Recreation and culture  (COICOP 09) > Total > Total
52,CP010000,Consumer Price Index > Food and non-Alcoholic beverages (COICOP 01) > Total > Total
53,CP050000,"Consumer Price Index > Furnishings, household equip. and routine household maintenance (COICOP 05) > Total > Total"
54,CP070000,Consumer Price Index > Transport (COICOP 07) > Total > Total
55,CP040000,"Consumer Price Index > Housing, water, electricity, gas and other fuels (COICOP 04) > Total > Total"
56,CP080000,Consumer Price Index > Communication (COICOP 08) > Total > Total
57,CP060000,Consumer Price Index > Health (COICOP 06) > Total > Total
58,CSCICP04,Consumer opinion surveys > Confidence indicators > Composite indicators > Normalised indicator
