,id,name
0,XTNTVA01,International Trade > Net trade > Value (goods) > Total
1,BSEMFT02,Business tendency surveys (manufacturing) > Employment > Future Tendency > National indicator
2,IRSTCB01,Interest Rates > Immediate rates (< 24 hrs) > Central bank rates > Total
3,OPCNTT01,Other prices > Cost of Construction > Total construction > Total
4,XTIMVA01,International Trade > Imports > Value (goods) > Total
5,PRMNTO01,Production > Manufacturing > Total manufacturing > Total manufacturing
6,SLRTTO01,Sales > Retail trade > Total retail trade > Volume
7,BSCURT02,Business tendency surveys (manufacturing) > Capacity utilisation > Rate of capacity utilisation > National indicator
8,MABMM301,Monetary aggregates and their components > Broad money and components > M3 > M3
9,XTEITT01,International Trade > Ratio: Exports to imports > Total > Total
10,PRMNCG02,Production > Manufacturing > Consumer goods > Durable goods
11,WPIATT01,Wholesale prices > Industry aggregates > Total > Total
12,IRSTCI01,Interest Rates > Immediate rates (< 24 hrs) > Call money/interbank rate > Total
13,PRMNCG01,Production > Manufacturing > Consumer goods > Total
14,LCEATT04,Labour Compensation > Earnings > All activities > Real monthly earnings
15,PRCNTO01,Production > Construction > Total construction > Total
16,CCUSSP02,"Currency Conversions > US$ exchange rate > Spot, end of period > National currency:USD"
17,BSXRLV02,Business tendency surveys (manufacturing) > Export order books or demand > Level > National indicator
18,BSCICP02,Business tendency surveys (manufacturing) > Confidence indicators > Composite indicators > National indicator
19,PRMNVG01,Production > Manufacturing > Investment goods > Total
20,BSFGLV02,Business tendency surveys (manufacturing) > Finished goods stocks > Level > National indicator
21,XTEXVA01,International Trade > Exports > Value (goods) > Total
22,PRMNIG01,Production > Manufacturing > Intermediate goods > Total
23,CCRETT01,Currency Conversions > Real effective exchange rates > Overall Economy > CPI
24,XTIMVA04,International Trade > Imports > Value (goods) > From EU15 countries
25,SPASTT01,Share Prices > All shares/broad > Total > Total
26,XTEXVA04,International Trade > Exports > Value (goods) > To EU15 countries
27,IRSTFR01,Interest Rates > Immediate rates (< 24 hrs) > Federal funds rate > Total
28,BSOBLV02,Business tendency surveys (manufacturing) > Order books > Level > National indicator
29,LCEATT03,Labour Compensation > Earnings > All activities > Monthly
30,XTNTVA02,International Trade > Net trade > Value (goods) > With EU15 countries
31,CCUSMA02,Currency Conversions > US$ exchange rate > Average of daily rates > National currency:USD
32,CPALTT01,Consumer Price Index > All items > Total > Total
33,BSPRFT02,Business tendency surveys (manufacturing) > Production > Future Tendency > National indicator
34,PRINTO01,Production > Industry > Total industry > Total industry excluding construction
35,PRMNCG03,Production > Manufacturing > Consumer goods > Non durable goods
36,MANMM101,Monetary aggregates and their components > Narrow money and components > M1 and components > M1
37,PRMITO01,Production > Mining > Total mining > Total
38,NAEXKP01,National Accounts > GDP by Expenditure > Constant Prices > Gross Domestic Product - Total
39,NAEXCP06,National Accounts > GDP by Expenditure > Current Prices > Exports of Goods and Services
40,NAEXCP04,National Accounts > GDP by Expenditure > Current Prices > Gross Fixed Capital Formation
41,NAEXCP07,National Accounts > GDP by Expenditure > Current Prices > less: Imports of Goods and Services
42,NAEXCP01,National Accounts > GDP by Expenditure > Current Prices > Gross Domestic Product - Total
43,NAEXCP05,National Accounts > GDP by Expenditure > Current Prices > Changes in inventories and net acquisition of valuables
44,NAEXCP03,National Accounts > GDP by Expenditure > Current Prices > Government Final Consumption Expenditure
45,NAEXCP02,National Accounts > GDP by Expenditure > Current Prices > Private Final Consumption Expenditure
46,NAEXKP03,National Accounts > GDP by Expenditure > Constant Prices > Government Final Consumption Expenditure
47,NAEXKP06,National Accounts > GDP by Expenditure > Constant Prices > Exports of Goods and Services
48,NAEXKP07,National Accounts > GDP by Expenditure > Constant Prices > Less: Imports of Goods and Services
49,NAEXKP02,National Accounts > GDP by Expenditure > Constant Prices > Private Final Consumption Expenditure
50,NAEXKP04,National Accounts > GDP by Expenditure > Constant Prices > Gross Fixed Capital Formation
51,LORSGPOR,Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Original series
52,LRAC24TT,Labour Force Survey - quarterly rates > Activity rate > Aged 15-24 > All persons
53,LRACTTTT,Labour Force Survey - quarterly rates > Activity rate > Aged 15 and over > All persons
54,LREM24TT,Labour Force Survey - quarterly rates > Employment rate > Aged 15-24 > All persons
55,LREMTTTT,Labour Force Survey - quarterly rates > Employment rate > Aged 15 and over > All persons
56,LRIN24TT,Labour Force Survey - quarterly rates > Inactivity rate > Aged 15-24 > All persons
57,LRINTTTT,Labour Force Survey - quarterly rates > Inactivity rate > Aged 15 and over > All persons
58,LRUN24TT,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15-24 > All persons
59,LRUNTTTT,Labour Force Survey - quarterly rates > Unemployment rate > Aged 15 and over > All persons
