,id,name
0,XTNTVA01,International Trade > Net trade > Value (goods) > Total
1,BSSPFT02,Business tendency surveys (manufacturing) > Selling prices > Future tendency > National indicator
2,BSEMFT02,Business tendency surveys (manufacturing) > Employment > Future Tendency > National indicator
3,IRSTCB01,Interest Rates > Immediate rates (< 24 hrs) > Central bank rates > Total
4,CCRETT02,Currency Conversions > Real effective exchange rates > Overall Economy > ULC
5,XTIMVA01,International Trade > Imports > Value (goods) > Total
6,PRMNTO01,Production > Manufacturing > Total manufacturing > Total manufacturing
7,SLRTTO01,Sales > Retail trade > Total retail trade > Volume
8,CPGRLE01,Consumer Price Index > OECD Groups > All items non-food non-energy > Total
9,BSCURT02,Business tendency surveys (manufacturing) > Capacity utilisation > Rate of capacity utilisation > National indicator
10,MABMM301,Monetary aggregates and their components > Broad money and components > M3 > M3
11,BREMFT02,Business tendency surveys (retail trade) > Employment > Future tendency > National indicator
12,PRENTO01,Production > Energy > Total energy > Total
13,IRSTCI01,Interest Rates > Immediate rates (< 24 hrs) > Call money/interbank rate > Total
14,BVEMFT02,Business tendency surveys (services) > Employment > Future tendency > National indicator
15,CPGREN01,"Consumer Price Index > OECD Groups > Energy (Fuel, electricity & gasoline) > Total"
16,LCEAMN03,Labour Compensation > Earnings > Manufacturing > Monthly
17,STMNIS01,Short term statistics > Stocks - Manufacturing > Inventories to shipments > Total
18,IR3TIB01,Interest Rates > 3-month or 90-day rates and yields > Interbank rates > Total
19,CCEUSP01,"Currency Conversions > EURO exchange rate > Spot, end of period > EUR:national currency"
20,BSCICP02,Business tendency surveys (manufacturing) > Confidence indicators > Composite indicators > National indicator
21,PRMNVG01,Production > Manufacturing > Investment goods > Total
22,BSFGLV02,Business tendency surveys (manufacturing) > Finished goods stocks > Level > National indicator
23,BRBUFT02,Business tendency surveys (retail trade) > Business situation - Activity > Future tendency > National indicator
24,XTEXVA01,International Trade > Exports > Value (goods) > Total
25,LCEAPR03,Labour Compensation > Earnings > Private sector > Monthly
26,PRMNIG01,Production > Manufacturing > Intermediate goods > Total
27,CCUSSP01,"Currency Conversions > US$ exchange rate > Spot, end of period > USD:national currency"
28,CCRETT01,Currency Conversions > Real effective exchange rates > Overall Economy > CPI
29,SPASTT01,Share Prices > All shares/broad > Total > Total
30,HOOVMN03,Hours > Overtime hours > Manufacturing > Monthly
31,WSCNDW01,Work Started > Construction > Dwellings / Residential buildings > Total
32,STMNTO01,Short term statistics > Stocks - Manufacturing > Total manufacturing > Volume
33,SLRTTO02,Sales > Retail trade > Total retail trade > Value
34,BCEMFT02,Business tendency surveys (construction) > Employment > Future tendency > National indicator
35,CCUSMA02,Currency Conversions > US$ exchange rate > Average of daily rates > National currency:USD
36,HOHWMN03,Hours > Hours worked > Manufacturing > Monthly
37,IRLTLT01,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)
38,LCEAMN01,Labour Compensation > Earnings > Manufacturing > Hourly
39,CPALTT01,Consumer Price Index > All items > Total > Total
40,PRINTO01,Production > Industry > Total industry > Total industry excluding construction
41,MANMM101,Monetary aggregates and their components > Narrow money and components > M1 and components > M1
42,PRMITO01,Production > Mining > Total mining > Total
43,PITGND01,Producer Prices Index > Type of goods > Non durable consumer goods > Total
