country,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
subject,B6BLPI01,B6BLPI01,B6BLPI01,B6BLPI01,B6BLSE01,B6BLSE01,B6BLSE01,B6BLSE01,B6BLSI01,B6BLSI01,B6BLSI01,B6BLSI01,B6BLTD01,B6BLTD01,B6BLTD01,B6BLTD01,B6BLTD20,B6BLTD20,B6BLTD21,B6BLTD21,B6BLTD22,B6BLTD22,B6BLTT01,B6BLTT01,B6BLTT01,B6BLTT01,B6BLTT02,B6CACR00,B6CACR00,B6CACR01,B6CACR01,B6CACR02,B6CACR02,B6CADB00,B6CADB00,B6CADB01,B6CADB01,B6CADB02,B6CADB02,B6CATT00,B6CATT00,B6CATT01,B6CATT01,B6CATT02,B6CATT02,B6CRPI01,B6CRPI01,B6CRPI01,B6CRPI01,B6CRSE01,B6CRSE01,B6CRSE01,B6CRSE01,B6CRSE02,B6CRSE03,B6CRSI01,B6CRSI01,B6CRSI01,B6CRSI01,B6CRTD01,B6CRTD01,B6CRTD01,B6CRTD01,B6CRTD20,B6CRTD20,B6CRTD21,B6CRTD21,B6CRTD22,B6CRTD22,B6CRTT01,B6CRTT01,B6CRTT01,B6CRTT01,B6DBPI01,B6DBPI01,B6DBPI01,B6DBPI01,B6DBSE01,B6DBSE01,B6DBSE01,B6DBSE01,B6DBSE02,B6DBSE03,B6DBSI01,B6DBSI01,B6DBSI01,B6DBSI01,B6DBTD01,B6DBTD01,B6DBTD01,B6DBTD01,B6DBTT01,B6DBTT01,B6DBTT01,B6DBTT01,B6EOTT01,B6EOTT01,B6FADI01,B6FADI01,B6FADI02,B6FADI02,B6FADI03,B6FADI03,B6FAFD01,B6FAFD01,B6FAOI01,B6FAOI01,B6FAOI02,B6FAOI02,B6FAOI03,B6FAOI03,B6FAPI02,B6FAPI02,B6FAPI03,B6FAPI03,B6FAPI10,B6FAPI10,B6FARA01,B6FARA01,B6FATC01,B6FATC01,B6FATD01,B6FATD01,B6FATT01,B6FATT01,BSBUFT02,BSCICP02,BSCURT02,BSEMFT02,BSFGLV02,BSOBLV02,BSPRFT02,BSPRTE02,BSSPFT02,CCRETT01,CCUSMA02,CCUSSP02,CP010000,CP010000,CP010000,CP010000,CP020000,CP020000,CP020000,CP020000,CP030000,CP030000,CP030000,CP030000,CP040000,CP040000,CP040000,CP040000,CP050000,CP050000,CP050000,CP050000,CP060000,CP060000,CP060000,CP060000,CP070000,CP070000,CP070000,CP070000,CP080000,CP080000,CP080000,CP080000,CP090000,CP090000,CP090000,CP090000,CP100000,CP100000,CP100000,CP100000,CP110000,CP110000,CP110000,CP110000,CP120000,CP120000,CP120000,CP120000,CPALTT01,CPALTT01,CPALTT01,CPALTT01,CPALTT02,CPALTT02,CPALTT02,CPALTT02,IR3TIB01,IRLTLT01,IRSTCB01,IRSTCI01,IRSTPI01,LORSGPOR,LORSGPOR,MABMM301,MABMM301,MABMM301,MABMM301,MABMM301,MANMM101,MANMM101,MANMM101,MANMM101,NAEXCP01,NAEXCP02,NAEXCP03,NAEXCP04,NAEXCP05,NAEXCP06,NAEXCP07,NAEXKP01,NAEXKP01,NAEXKP01,NAEXKP01,NAEXKP02,NAEXKP02,NAEXKP02,NAEXKP02,NAEXKP03,NAEXKP03,NAEXKP03,NAEXKP03,NAEXKP04,NAEXKP04,NAEXKP04,NAEXKP04,NAEXKP06,NAEXKP06,NAEXKP06,NAEXKP06,NAEXKP07,NAEXKP07,NAEXKP07,NAEXKP07,NAGICE01,NAGIGP01,P6DIDB01,P6DIDB01,P6DIDB02,P6DIDB02,P6DIDB03,P6DIDB03,P6DIEQ01,P6DIEQ01,P6DIEQ02,P6DIEQ02,P6DIEQ03,P6DIEQ03,P6DITT01,P6DITT01,P6DITT02,P6DITT02,P6DITT03,P6DITT03,P6FDTT01,P6FDTT01,P6FDTT02,P6FDTT02,P6FDTT03,P6FDTT03,P6OICD01,P6OICD01,P6OICD02,P6OICD02,P6OICD03,P6OICD03,P6OILN01,P6OILN01,P6OILN02,P6OILN02,P6OILN03,P6OILN03,P6OIOA01,P6OIOA01,P6OIOA02,P6OIOA02,P6OIOA03,P6OIOA03,P6OITC01,P6OITC01,P6OITC02,P6OITC02,P6OITC03,P6OITC03,P6OITT01,P6OITT01,P6OITT02,P6OITT02,P6OITT03,P6OITT03,P6PIDB01,P6PIDB01,P6PIDB02,P6PIDB02,P6PIDB03,P6PIDB03,P6PIEQ01,P6PIEQ01,P6PIEQ02,P6PIEQ02,P6PIEQ03,P6PIEQ03,P6PITT01,P6PITT01,P6PITT02,P6PITT02,P6PITT03,P6PITT03,P6RATT01,P6RATT01,P6RATT02,P6RATT02,P6TTTT01,P6TTTT01,P6TTTT02,P6TTTT02,P6TTTT03,P6TTTT03,PRENEL01,PRENEL01,PRINTO01,PRINTO01,PRINTO01,PRINTO01,PRMITO01,PRMITO01,PRMNCG01,PRMNCG01,PRMNCG02,PRMNCG02,PRMNCG03,PRMNCG03,PRMNIG01,PRMNIG01,PRMNTO01,PRMNTO01,PRMNTO01,PRMNTO01,PRMNVG01,PRMNVG01,SPASTT01,SPASTT01,SPASTT01,WPIAMP01,WPIAMP01,WPIAMP01,WPIATT01,WPIATT01,WPIATT01,WPOTFD01,WPOTFD01,WPOTFD01,XTEITT01,XTEITT01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTEXVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTIMVA01,XTNTVA01,XTNTVA01,XTNTVA01,XTNTVA01,XTNTVA01
measure,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,CXCUSA,NCCU,NCCUSA,STSA,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,CXCUSA,NCCU,NCCUSA,STSA,STSA,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,CXCUSA,NCCU,NCCUSA,STSA,STSA,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,CXCUSA,NCCU,NCCUSA,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,STSA,STSA,STSA,STSA,STSA,STSA,STSA,STSA,STSA,IXOB,ST,ST,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,GP,GY,IXNB,IXOB,ST,ST,ST,ST,ST,GYSA,IXOBSA,GPSA,GYSA,IXOBSA,ST,STSA,GPSA,IXOBSA,ST,STSA,STSA,STSA,STSA,STSA,STSA,STSA,STSA,GPSA,GYSA,IXOBSA,STSA,GPSA,GYSA,IXOBSA,STSA,GPSA,GYSA,IXOBSA,STSA,GPSA,GYSA,IXOBSA,STSA,GPSA,GYSA,IXOBSA,STSA,GPSA,GYSA,IXOBSA,STSA,IXOBSA,IXOBSA,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,CXCU,NCCU,IXOB,IXOBSA,GPSA,GYSA,IXOB,IXOBSA,IXOB,IXOBSA,IXOB,IXOBSA,IXOB,IXOBSA,IXOB,IXOBSA,IXOB,IXOBSA,GPSA,GYSA,IXOB,IXOBSA,IXOB,IXOBSA,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,GP,GY,IXOB,ST,STSA,CXML,CXMLSA,GPSA,GYSA,NCML,NCMLSA,STSA,CXML,CXMLSA,GPSA,GYSA,NCML,NCMLSA,STSA,CXML,CXMLSA,NCML,NCMLSA,STSA
unit,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,Percentage,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,Percentage,Percentage,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,Percentage,Percentage,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,US Dollar,Indian Rupee,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Index,Indian Rupee,Indian Rupee,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Index,Percentage,Percentage,Index,Indian Rupee,Indian Rupee,Percentage,Index,Indian Rupee,Indian Rupee,Indian Rupee,Indian Rupee,Indian Rupee,Indian Rupee,Indian Rupee,Indian Rupee,Indian Rupee,Percentage,Percentage,Index,Indian Rupee,Percentage,Percentage,Index,Indian Rupee,Percentage,Percentage,Index,Indian Rupee,Percentage,Percentage,Index,Indian Rupee,Percentage,Percentage,Index,Indian Rupee,Percentage,Percentage,Index,Indian Rupee,Index,Index,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,US Dollar,Indian Rupee,Index,Index,Percentage,Percentage,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Percentage,Percentage,Index,Index,Index,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,Index,Percentage,Percentage,US Dollar,US Dollar,Percentage,Percentage,Indian Rupee,Indian Rupee,Percentage,US Dollar,US Dollar,Percentage,Percentage,Indian Rupee,Indian Rupee,Percentage,US Dollar,US Dollar,Indian Rupee,Indian Rupee,Percentage
powercode,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Billions,Billions,Units,Units,Billions,Billions,Billions,Billions,Billions,Billions,Billions,Billions,Billions,Units,Units,Units,Billions,Units,Units,Units,Billions,Units,Units,Units,Billions,Units,Units,Units,Billions,Units,Units,Units,Billions,Units,Units,Units,Billions,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Billions,Billions,Units,Units,Billions,Billions,Units,Billions,Billions,Units,Units,Billions,Billions,Units,Billions,Billions,Billions,Billions,Units
reference_period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015=100,,,,,2012=100,2015=100,,,2012=100,2015=100,,,2012=100,2015=100,,,2012=100,2015=100,,,2012=100,2015=100,,,2012=100,2015=100,,,2012=100,2015=100,,,2012=100,2015=100,,,2012=100,2015=100,,,2012=100,2015=100,,,2012=100,2015=100,,,2012=100,2015=100,,,2016=100,2015=100,,,2012=100,2015=100,,,,,,,2015=100,,,2015=100,,,,2015=100,,,,,,,,,,,,2015=100,,,,2015=100,,,,2015=100,,,,2015=100,,,,2015=100,,,,2015=100,,2015=100,2015=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015=100,2015=100,,,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,2015=100,,,2015=100,2015=100,2015=100,2015=100,,,2015=100,,,2015=100,,,2015=100,,,2015=100,,,,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.21,19.8973503277472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78,22.5112708265683,,0.083797893909263,19.6,19.3410740212674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0205444113784562,21.48,21.9030392201418,-2.02306126561834,0.0821026111761808,18.32,18.778220753477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.46592707400157,,0.0200378011760806,21.24,21.5206278247205,-3.04228932506262,0.0796048122007702,18.03,18.2987115283494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
