country,GRC,GRC
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1960-Q1,,22.97616
1960-Q2,,23.76185
1960-Q3,,24.55185
1960-Q4,,25.34616
1961-Q1,13.7323,26.13132
1961-Q2,13.26008,26.91269
1961-Q3,10.99732,27.25189
1961-Q4,6.97718,27.11461
1962-Q1,3.238725,26.97764
1962-Q2,-0.2608768,26.84248
1962-Q3,-0.2322184,27.18861
1962-Q4,3.445788,28.04892
1963-Q1,7.141353,28.90421
1963-Q2,10.83414,29.75063
1963-Q3,12.01328,30.45485
1963-Q4,10.5287,31.00211
1964-Q1,9.130237,31.54323
1964-Q2,7.844792,32.0845
1964-Q3,7.624116,32.77676
1964-Q4,8.465316,33.62654
1965-Q1,9.278531,34.46998
1965-Q2,10.04041,35.30592
1965-Q3,9.782117,35.98302
1965-Q4,8.50209,36.4855
1966-Q1,7.283465,36.98059
1966-Q2,6.143178,37.47482
1966-Q3,5.543636,37.97779
1966-Q4,5.485716,38.48699
1967-Q1,5.436673,38.9911
1967-Q2,5.382742,39.492
1967-Q3,5.452097,40.04838
1967-Q4,5.648205,40.66081
1968-Q1,5.843292,41.26947
1968-Q2,6.034791,41.87526
1968-Q3,6.746827,42.75037
1968-Q4,7.982468,43.90655
1969-Q1,9.173696,45.0554
1969-Q2,10.31039,46.19276
1969-Q3,10.46699,47.22505
1969-Q4,9.63779,48.13817
1970-Q1,7.89913,48.61439
1970-Q2,9.125805,50.40821
1970-Q3,8.759932,51.36193
1970-Q4,6.093206,51.07133
1971-Q1,7.803712,52.40811
1971-Q2,6.375619,53.62205
1971-Q3,9.26626,56.12126
1971-Q4,7.896439,55.10414
1972-Q1,10.46755,57.89396
1972-Q2,11.18885,59.62174
1972-Q3,5.575954,59.25056
1972-Q4,13.53198,62.56082
1973-Q1,8.446655,62.78406
1973-Q2,8.950727,64.95832
1973-Q3,10.28425,65.34403
1973-Q4,4.866874,65.60558
1974-Q1,2.390069,64.28465
1974-Q2,-6.24695,60.90041
1974-Q3,-12.86893,56.93496
1974-Q4,-8.673942,59.91499
1975-Q1,0.6061727,64.67432
1975-Q2,5.125369,64.02177
1975-Q3,10.40555,62.85935
1975-Q4,9.978395,65.89354
1976-Q1,5.226609,68.05459
1976-Q2,6.845895,68.40464
1976-Q3,6.115116,66.70328
1976-Q4,9.151231,71.92361
1977-Q1,5.192158,71.5881
1977-Q2,0.8322874,68.97396
1977-Q3,3.776462,69.2223
1977-Q4,2.049624,73.39777
1978-Q1,6.544884,76.27345
1978-Q2,8.828712,75.06348
1978-Q3,4.990077,72.67654
1978-Q4,8.564744,79.6841
1979-Q1,4.909771,80.0183
1979-Q2,5.999014,79.56654
1979-Q3,3.607845,75.2986
1979-Q4,-1.127246,78.78587
1980-Q1,1.815871,81.47134
1980-Q2,0.4333029,79.91131
1980-Q3,0.5561013,75.71734
1980-Q4,-0.1140098,78.69604
1981-Q1,-5.305057,77.14923
1981-Q2,-5.593758,75.44126
1981-Q3,2.477277,77.59306
1981-Q4,2.544649,80.69859
1982-Q1,2.581971,79.1412
1982-Q2,0.5900686,75.88642
1982-Q3,-3.20049,75.10971
1982-Q4,-4.296798,77.23113
